player,avg,ngames,teamgames,team,Name,PA,AVG,eAVG,HR,eHR,R,eR,RBI,eRBI,SB,eSB,Rank,Unnamed: 13,PA_forecast,PAdiff
Jonathan India,1.0,8,17,KC,Jonathan India ,569,0.25,0.035,15,9,76,20,58,18,10,7,80,,742.0,173.0
Jose Altuve,1.0,6,15,HOU,Jose Altuve ,636,0.294,0.043,22,11,97,24,68,20,18,10,14,,742.0,106.0
TJ Friedl,1.0,8,15,CIN,TJ Friedl ,514,0.246,0.036,17,9,56,17,65,18,14,8,87,,742.0,228.0
Lawrence Butler,1.0,7,17,ATH,Lawrence Butler ,607,0.247,0.038,19,10,57,18,53,18,11,8,88,,742.0,135.0
Luis Arraez,1.0,8,16,SD,Luis Arraez ,639,0.315,0.05,7,6,78,22,55,18,7,6,105,,742.0,103.0
Steven Kwan,1.0,8,15,CLE,Steven Kwan ,642,0.283,0.04,10,8,83,23,49,17,14,9,81,,742.0,100.0
Matt Wallner,1.0,8,15,MIN,Matt Wallner ,486,0.25,0.041,19,9,48,15,57,16,3,4,136,,742.0,256.0
Jarren Duran,1.0,8,15,BOS,Jarren Duran ,647,0.273,0.037,14,9,86,23,64,20,27,15,41,,742.0,95.0
Ketel Marte,1.0,10,18,AZ,Ketel Marte ,620,0.278,0.039,29,13,91,23,87,23,7,6,16,,742.0,122.0
Ian Happ,1.0,10,17,CHC,Ian Happ ,644,0.249,0.035,21,11,83,23,79,22,11,8,28,,742.0,98.0
Brenton Doyle,1.0,8,16,COL,Brenton Doyle ,614,0.239,0.037,15,9,62,19,55,18,24,12,90,,742.0,128.0
Marcus Semien,1.0,10,17,TEX,Marcus Semien ,657,0.252,0.035,23,12,93,24,77,22,10,8,21,,742.0,85.0
Jurickson Profar,1.0,6,15,ATL,Jurickson Profar ,598,0.257,0.035,16,9,75,21,64,19,6,6,77,,742.0,144.0
CJ Abrams,1.0,8,15,WSH,CJ Abrams ,585,0.247,0.035,14,9,70,20,53,17,31,13,76,,742.0,157.0
Masyn Winn,1.0,8,16,STL,Masyn Winn ,628,0.233,0.036,10,7,53,18,44,16,8,7,154,,742.0,114.0
Victor Robles,1.0,9,18,SEA,Victor Robles ,497,0.277,0.038,5,5,64,17,40,14,39,13,152,,742.0,245.0
Francisco Lindor,1.0,7,16,NYM,Francisco Lindor ,659,0.266,0.036,28,13,98,25,90,24,22,12,5,,742.0,83.0
Xavier Edwards,1.0,7,15,MIA,Xavier Edwards ,571,0.312,0.053,1,5,37,14,24,11,27,12,234,,742.0,171.0
Tommy Pham,1.11,9,16,PIT,Tommy Pham ,482,0.246,0.033,11,7,54,16,48,15,10,7,132,,740.0,258.0
Yandy Diaz,1.14,7,16,TB,Yandy Diaz ,619,0.291,0.042,16,10,73,21,70,20,2,9,84,,739.0,120.0
LaMonte Wade Jr.,1.25,8,16,SF,LaMonte Wade Jr. ,441,0.243,0.035,11,7,50,14,40,13,3,4,181,,738.0,297.0
Bo Bichette,1.25,8,16,TOR,Bo Bichette ,600,0.259,0.034,13,9,63,19,64,19,8,7,83,,738.0,138.0
Trea Turner,1.29,7,15,PHI,Trea Turner ,644,0.285,0.041,22,12,97,25,73,21,24,12,9,,737.0,93.0
Mookie Betts,1.4,10,18,LAD,Mookie Betts ,647,0.287,0.041,29,13,103,25,93,24,15,10,4,,735.0,88.0
Corbin Carroll,1.67,6,18,AZ,Corbin Carroll ,643,0.253,0.037,19,11,96,24,66,20,31,14,26,,730.0,87.0
Julio Rodriguez,1.67,9,18,SEA,Julio Rodriguez ,646,0.276,0.038,22,11,80,22,74,21,23,12,18,,730.0,84.0
Austin Wells,1.67,6,15,NYY,Austin Wells ,449,0.225,0.048,7,5,23,10,29,11,0,4,293,,730.0,281.0
Dylan Crews,1.71,7,15,WSH,Dylan Crews ,570,0.224,0.045,6,6,28,12,18,10,24,11,240,,729.0,159.0
Jazz Chisholm Jr.,1.75,8,15,NYY,Jazz Chisholm Jr. ,587,0.252,0.035,24,12,76,21,74,20,33,13,19,,728.0,141.0
Matt McLain,1.86,7,15,CIN,Matt McLain ,550,0.29,0.068,6,6,26,11,21,10,5,5,269,,727.0,177.0
Kyle Schwarber,1.88,8,15,PHI,Kyle Schwarber ,644,0.232,0.037,38,15,98,25,94,24,4,6,31,,726.0,82.0
Luis Robert Jr.,2.0,7,15,CWS,Luis Robert Jr. ,589,0.251,0.035,23,11,75,21,65,19,24,12,29,,724.0,135.0
Bobby Witt Jr.,2.0,8,17,KC,Bobby Witt Jr. ,660,0.298,0.044,25,13,94,25,89,24,28,16,6,,724.0,64.0
Travis d'Arnaud,2.0,6,17,LAA,Travis d'Arnaud ,252,0.238,0.034,10,5,29,8,34,9,0,2,256,,724.0,472.0
Corey Seager,2.0,9,17,TEX,Corey Seager ,543,0.283,0.04,29,12,75,20,80,20,2,5,57,,724.0,181.0
Taylor Ward,2.0,6,17,LAA,Taylor Ward ,626,0.251,0.035,22,11,77,22,72,21,5,6,51,,724.0,98.0
Alex Bregman,2.0,8,15,BOS,Alex Bregman ,637,0.26,0.036,22,12,83,23,80,22,3,6,55,,724.0,87.0
Adley Rutschman,2.0,8,15,BAL,Adley Rutschman ,601,0.256,0.036,16,9,65,19,64,19,2,6,118,,724.0,123.0
Willy Adames,2.0,9,16,SF,Willy Adames ,643,0.238,0.035,28,13,82,22,94,24,11,8,15,,724.0,81.0
Bryan Reynolds,2.0,8,16,PIT,Bryan Reynolds ,636,0.269,0.036,22,12,75,21,80,22,9,7,30,,724.0,88.0
Carlos Correa,2.0,6,15,MIN,Carlos Correa ,538,0.278,0.039,19,10,71,19,70,19,1,6,101,,724.0,186.0
Logan O'Hoppe,2.0,6,17,LAA,Logan O'Hoppe ,464,0.24,0.039,17,9,43,14,45,14,1,4,178,,724.0,260.0
Juan Soto,2.0,6,16,NYM,Juan Soto ,665,0.275,0.04,35,15,105,26,98,25,8,7,8,,724.0,59.0
Brandon Lowe,2.12,8,16,TB,Brandon Lowe ,495,0.239,0.035,23,10,65,18,69,18,5,5,69,,722.0,227.0
Brent Rooker,2.12,8,17,ATH,Brent Rooker ,608,0.268,0.04,29,13,67,20,81,22,7,6,45,,722.0,114.0
Josh Lowe,2.14,7,16,TB,Josh Lowe ,519,0.255,0.035,13,8,56,17,52,16,26,11,99,,721.0,202.0
Mike Trout,2.14,7,17,LAA,Mike Trout ,485,0.246,0.037,30,12,68,18,59,16,11,7,56,,721.0,236.0
Mike Tauchman,2.14,7,15,CWS,Mike Tauchman ,391,0.247,0.037,7,5,48,13,33,11,5,4,196,,721.0,330.0
Kyle Tucker,2.22,9,17,CHC,Kyle Tucker ,637,0.279,0.039,36,15,96,24,100,25,20,11,3,,720.0,83.0
Ryan McMahon,2.25,8,16,COL,Ryan McMahon ,620,0.24,0.034,20,11,70,20,67,20,4,6,68,,720.0,100.0
Jackson Holliday,2.29,7,15,BAL,Jackson Holliday ,460,0.197,0.043,5,5,29,11,25,10,3,4,276,,719.0,259.0
Isaac Paredes,2.29,7,15,HOU,Isaac Paredes ,585,0.235,0.037,23,11,62,19,75,20,1,5,107,,719.0,134.0
Yordan Alvarez,2.33,6,15,HOU,Yordan Alvarez ,577,0.294,0.043,32,13,85,22,90,22,4,5,32,,718.0,141.0
Lars Nootbaar,2.38,8,16,STL,Lars Nootbaar ,505,0.244,0.035,15,8,60,17,54,16,8,6,111,,717.0,212.0
Austin Riley,2.38,8,15,ATL,Austin Riley ,643,0.266,0.036,28,13,89,23,83,23,2,6,47,,717.0,74.0
Trey Sweeney,2.44,9,15,DET,Trey Sweeney ,335,0.222,0.046,6,4,16,7,24,8,2,3,316,,716.0,381.0
Jackson Chourio,2.5,8,16,MIL,Jackson Chourio ,639,0.277,0.051,12,8,44,16,44,16,11,8,155,,715.0,76.0
Francisco Alvarez,2.5,8,16,NYM,Francisco Alvarez ,460,0.229,0.038,15,8,43,14,52,15,1,4,177,,715.0,255.0
Brooks Baldwin,2.5,6,15,CWS,Brooks Baldwin ,213,0.214,0.043,1,2,8,4,7,3,3,2,367,,715.0,502.0
Jake McCarthy,2.56,9,18,AZ,Jake McCarthy ,511,0.27,0.036,7,6,61,17,44,15,28,12,135,,714.0,203.0
Gleyber Torres,2.57,7,15,DET,Gleyber Torres ,626,0.262,0.035,18,10,78,22,65,20,8,7,54,,714.0,88.0
Jesus Sanchez,2.57,7,15,MIA,Jesus Sanchez ,519,0.246,0.034,18,9,56,17,62,18,8,6,89,,714.0,195.0
Jack Suwinski,2.57,7,16,PIT,Jack Suwinski ,105,0.196,0.033,3,1,10,3,10,3,2,1,351,,714.0,609.0
Jose Ramirez,2.57,7,15,CLE,Jose Ramirez ,652,0.279,0.039,30,14,97,25,100,25,28,15,2,,714.0,62.0
Bryce Harper,2.57,7,15,PHI,Bryce Harper ,632,0.284,0.04,27,13,90,23,85,23,10,8,12,,714.0,82.0
Tyler Freeman,2.57,7,15,CLE,Tyler Freeman ,112,0.221,0.036,1,1,10,3,8,3,2,1,371,,714.0,602.0
Tyler Wade,2.67,6,16,SD,Tyler Wade ,133,0.228,0.039,0,1,15,4,5,2,5,2,356,,712.0,579.0
Alek Thomas,2.71,7,18,AZ,Alek Thomas ,275,0.216,0.033,7,4,31,9,34,9,6,4,232,,711.0,436.0
Freddie Freeman,2.71,7,18,LAD,Freddie Freeman ,643,0.298,0.044,23,12,95,24,87,23,12,8,10,,711.0,68.0
Max Schuemann,2.71,7,17,ATH,Max Schuemann ,145,0.217,0.046,1,1,8,3,5,2,1,1,387,,711.0,566.0
Riley Greene,2.71,7,15,DET,Riley Greene ,610,0.269,0.037,17,10,73,21,62,19,6,6,75,,711.0,101.0
Andrew Vaughn,2.71,7,15,CWS,Andrew Vaughn ,595,0.252,0.034,18,10,59,18,71,20,1,5,106,,711.0,116.0
Kyle Stowers,2.75,8,15,MIA,Kyle Stowers ,441,0.212,0.043,3,4,17,8,25,10,0,4,343,,710.0,269.0
Jackson Merrill,2.75,8,16,SD,Jackson Merrill ,625,0.291,0.052,12,8,41,16,47,17,8,7,156,,710.0,85.0
Randy Arozarena,2.75,8,18,SEA,Randy Arozarena ,613,0.239,0.035,18,10,77,21,66,20,18,10,48,,710.0,97.0
Jung Hoo Lee,2.78,9,16,SF,Jung Hoo Lee ,571,0.255,0.047,3,5,26,12,15,9,3,5,288,,710.0,139.0
Seiya Suzuki,2.8,10,17,CHC,Seiya Suzuki ,561,0.277,0.038,17,9,66,19,63,18,10,7,66,,710.0,149.0
Ezequiel Tovar,2.8,10,16,COL,Ezequiel Tovar ,649,0.261,0.038,16,10,61,20,60,19,6,6,93,,710.0,61.0
Brice Turang,2.86,7,16,MIL,Brice Turang ,577,0.242,0.035,6,6,53,17,40,15,33,13,163,,709.0,132.0
Paul Goldschmidt,2.86,7,15,NYY,Paul Goldschmidt ,613,0.262,0.036,22,11,75,21,72,21,9,7,38,,709.0,96.0
Connor Norby,2.88,8,15,MIA,Connor Norby ,559,0.236,0.049,13,8,43,15,31,13,4,5,197,,708.0,149.0
Byron Buxton,3.0,6,15,MIN,Byron Buxton ,463,0.253,0.036,23,10,70,18,62,17,9,6,65,,706.0,243.0
Pete Alonso,3.0,8,16,NYM,Pete Alonso ,637,0.238,0.036,35,15,85,23,95,24,4,6,35,,706.0,69.0
Oneil Cruz,3.0,7,16,PIT,Oneil Cruz ,607,0.258,0.044,14,9,47,17,51,17,12,8,129,,706.0,99.0
Michael Massey,3.0,9,17,KC,Michael Massey ,459,0.248,0.035,13,8,45,14,50,15,3,4,160,,706.0,247.0
Cal Raleigh,3.0,8,18,SEA,Cal Raleigh ,571,0.218,0.034,28,12,66,19,80,21,3,5,70,,706.0,135.0
Anthony Santander,3.0,6,16,TOR,Anthony Santander ,631,0.242,0.035,33,14,81,22,92,24,3,6,43,,706.0,75.0
Vinnie Pasquantino,3.0,8,17,KC,Vinnie Pasquantino ,597,0.261,0.037,19,10,60,18,76,21,2,6,104,,706.0,109.0
Cody Bellinger,3.0,7,15,NYY,Cody Bellinger ,564,0.265,0.036,21,10,78,21,81,21,12,8,34,,706.0,142.0
Elly De La Cruz,3.0,7,15,CIN,Elly De La Cruz ,650,0.249,0.038,16,10,77,22,53,18,45,17,63,,706.0,56.0
Carlos Santana,3.0,7,15,CLE,Carlos Santana ,550,0.231,0.034,20,10,61,18,68,19,3,5,94,,706.0,156.0
Derek Hill,3.0,7,15,MIA,Derek Hill ,286,0.246,0.045,5,4,18,7,21,7,4,3,289,,706.0,420.0
Brendan Donovan,3.0,6,16,STL,Brendan Donovan ,578,0.279,0.039,11,8,62,19,54,17,6,5,115,,706.0,128.0
Eloy Jimenez,3.0,8,16,TB,Eloy Jimenez ,237,0.253,0.034,6,3,21,7,24,7,1,2,295,,706.0,469.0
Willson Contreras,3.0,7,16,STL,Willson Contreras ,551,0.257,0.037,22,11,70,19,63,18,6,5,67,,706.0,155.0
William Contreras,3.0,7,16,MIL,William Contreras ,618,0.276,0.038,21,11,86,23,80,22,7,6,36,,706.0,88.0
Nathaniel Lowe,3.11,9,15,WSH,Nathaniel Lowe ,600,0.267,0.036,17,10,70,20,70,20,3,6,85,,704.0,104.0
Michael Busch,3.11,9,17,CHC,Michael Busch ,558,0.251,0.05,9,7,36,14,32,13,1,5,243,,704.0,146.0
Teoscar Hernandez,3.11,9,18,LAD,Teoscar Hernandez ,622,0.27,0.036,28,13,78,22,92,23,9,7,17,,704.0,82.0
Santiago Espinal,3.12,8,15,CIN,Santiago Espinal ,190,0.256,0.033,3,2,19,6,20,6,3,2,325,,704.0,514.0
Lourdes Gurriel Jr.,3.14,7,18,AZ,Lourdes Gurriel Jr. ,552,0.271,0.037,17,9,64,18,72,19,5,5,71,,703.0,151.0
Junior Caminero,3.14,7,16,TB,Junior Caminero ,586,0.25,0.048,9,7,26,12,30,13,3,5,237,,703.0,117.0
Grant McCray,3.17,6,16,SF,Grant McCray ,127,0.197,0.043,2,1,6,2,4,2,2,1,379,,703.0,576.0
Jonah Bride,3.29,7,15,MIA,Jonah Bride ,418,0.233,0.035,8,6,40,12,39,12,1,4,222,,701.0,283.0
Jeremy Pena,3.33,6,15,HOU,Jeremy Pena ,628,0.265,0.035,12,9,71,21,58,19,14,9,73,,700.0,72.0
Andrew McCutchen,3.33,6,16,PIT,Andrew McCutchen ,449,0.233,0.034,15,8,54,15,45,14,5,4,150,,700.0,251.0
Jesse Winker,3.38,8,16,NYM,Jesse Winker ,407,0.237,0.034,9,6,45,13,45,13,5,4,176,,699.0,292.0
Matt Olson,3.38,8,15,ATL,Matt Olson ,657,0.256,0.037,35,15,89,24,104,26,2,6,44,,699.0,42.0
Tyler Soderstrom,3.38,8,17,ATH,Tyler Soderstrom ,506,0.206,0.036,13,8,32,12,38,14,0,5,226,,699.0,193.0
Tommy Edman,3.4,10,18,LAD,Tommy Edman ,542,0.246,0.034,17,9,71,19,60,18,23,11,61,,699.0,157.0
Jeff McNeil,3.44,9,16,NYM,Jeff McNeil ,495,0.259,0.034,10,7,58,16,46,15,5,5,148,,698.0,203.0
Josh Naylor,3.44,9,18,AZ,Josh Naylor ,596,0.263,0.036,25,12,71,20,98,24,7,6,33,,698.0,102.0
Tim Anderson,3.44,9,17,LAA,Tim Anderson ,120,0.24,0.03,0,1,11,3,6,2,2,1,372,,698.0,578.0
Yainer Diaz,3.44,9,15,HOU,Yainer Diaz ,545,0.287,0.041,16,9,52,16,61,18,1,5,143,,698.0,153.0
Colton Cowser,3.5,8,15,BAL,Colton Cowser ,544,0.242,0.049,11,8,36,14,34,13,4,5,202,,697.0,153.0
Joc Pederson,3.5,8,17,TEX,Joc Pederson ,427,0.256,0.037,20,9,58,15,59,15,4,4,121,,697.0,270.0
Alec Bohm,3.5,6,15,PHI,Alec Bohm ,601,0.274,0.038,16,9,67,20,87,22,5,6,64,,697.0,96.0
Andy Ibanez,3.5,6,15,DET,Andy Ibanez ,194,0.248,0.033,4,2,21,6,21,6,1,1,328,,697.0,503.0
Gavin Lux,3.56,9,15,CIN,Gavin Lux ,428,0.258,0.04,5,4,37,12,30,11,3,4,245,,696.0,268.0
Dylan Moore,3.56,9,18,SEA,Dylan Moore ,399,0.206,0.033,11,6,47,13,40,12,21,16,157,,696.0,297.0
Justin Turner,3.57,7,17,CHC,Justin Turner ,358,0.269,0.036,10,6,44,12,45,12,2,4,192,,696.0,338.0
Ryan O'Hearn,3.57,7,15,BAL,Ryan O'Hearn ,401,0.262,0.035,12,6,47,13,51,14,3,4,165,,696.0,295.0
Alec Burleson,3.62,8,16,STL,Alec Burleson ,486,0.257,0.038,11,7,42,14,46,15,4,4,169,,695.0,209.0
Trevor Story,3.62,8,15,BOS,Trevor Story ,520,0.235,0.032,11,7,46,15,51,16,23,16,128,,695.0,175.0
Nick Castellanos,3.62,8,15,PHI,Nick Castellanos ,617,0.265,0.035,22,11,74,21,84,22,7,6,37,,695.0,78.0
Ryan Jeffers,3.62,8,15,MIN,Ryan Jeffers ,397,0.237,0.035,16,8,48,13,51,14,2,3,159,,695.0,298.0
Mark Vientos,3.62,8,16,NYM,Mark Vientos ,609,0.239,0.039,24,12,53,18,63,19,1,6,126,,695.0,86.0
Jonathan Aranda,3.62,8,16,TB,Jonathan Aranda ,367,0.238,0.038,9,5,41,12,32,10,0,3,244,,695.0,328.0
Ozzie Albies,3.67,6,15,ATL,Ozzie Albies ,618,0.261,0.035,20,11,79,22,84,22,10,8,27,,694.0,76.0
Willi Castro,3.71,7,15,MIN,Willi Castro ,556,0.248,0.033,11,8,75,20,50,16,21,10,91,,693.0,137.0
Shea Langeliers,3.71,7,17,ATH,Shea Langeliers ,494,0.221,0.035,22,10,50,15,65,18,3,4,125,,693.0,199.0
Kyle Manzardo,3.78,9,15,CLE,Kyle Manzardo ,449,0.233,0.046,6,5,16,8,20,9,0,4,334,,692.0,243.0
Josh Jung,3.8,10,17,TEX,Josh Jung ,522,0.257,0.036,19,10,55,17,55,16,7,6,97,,692.0,170.0
Miguel Vargas,3.83,6,15,CWS,Miguel Vargas ,438,0.171,0.033,8,6,35,12,29,11,3,4,238,,691.0,253.0
Lane Thomas,3.86,7,15,CLE,Lane Thomas ,568,0.249,0.034,18,10,74,20,66,19,24,11,50,,691.0,123.0
Salvador Perez,3.86,7,17,KC,Salvador Perez ,573,0.262,0.035,23,11,56,18,85,22,1,5,96,,691.0,118.0
Edmundo Sosa,3.86,7,15,PHI,Edmundo Sosa ,167,0.255,0.034,4,2,21,5,17,5,3,2,326,,691.0,524.0
Joey Bart,3.86,7,16,PIT,Joey Bart ,358,0.251,0.045,9,5,29,10,32,10,0,3,267,,691.0,333.0
Harrison Bader,3.86,7,15,MIN,Harrison Bader ,312,0.242,0.033,7,4,39,11,35,10,13,6,186,,691.0,379.0
Anthony Volpe,3.88,8,15,NYY,Anthony Volpe ,628,0.236,0.036,11,8,59,19,47,17,17,10,119,,690.0,62.0
Matt Chapman,3.88,8,16,SF,Matt Chapman ,625,0.24,0.035,23,12,83,22,70,20,8,7,40,,690.0,65.0
Jorge Soler,3.89,9,17,LAA,Jorge Soler ,544,0.237,0.035,23,11,72,19,63,18,1,5,103,,690.0,146.0
Marcell Ozuna,3.89,9,15,ATL,Marcell Ozuna ,629,0.274,0.037,33,14,83,22,92,24,2,7,39,,690.0,61.0
Michael Conforto,3.9,10,18,LAD,Michael Conforto ,457,0.239,0.037,15,8,47,14,51,15,1,4,172,,690.0,233.0
Trevor Larnach,4.0,7,15,MIN,Trevor Larnach ,464,0.242,0.035,16,8,62,16,64,17,3,4,123,,688.0,224.0
Christopher Morel,4.0,8,16,TB,Christopher Morel ,517,0.215,0.034,19,10,53,16,56,17,6,5,113,,688.0,171.0
Kris Bryant,4.0,6,16,COL,Kris Bryant ,420,0.236,0.033,9,6,39,12,39,12,1,4,216,,688.0,268.0
Maikel Garcia,4.0,8,17,KC,Maikel Garcia ,559,0.249,0.035,5,5,57,17,41,15,23,11,167,,688.0,129.0
Xander Bogaerts,4.0,7,16,SD,Xander Bogaerts ,602,0.277,0.038,14,9,72,20,59,18,14,9,59,,688.0,86.0
Daniel Schneemann,4.0,7,15,CLE,Daniel Schneemann ,166,0.216,0.045,1,1,6,3,7,3,1,1,390,,688.0,522.0
Mitch Haniger,4.0,7,18,SEA,Mitch Haniger ,360,0.219,0.032,11,6,40,12,42,12,1,3,217,,688.0,328.0
