team,player,games_vs_lhp,start_pct_vs_lhp,games_vs_rhp,start_pct_vs_rhp,usage_label
LAA,Yoan Moncada,28,0.14285714285714285,126,0.5158730158730159,platoon_candidate
LAA,Oswald Peraza,7,0.7142857142857143,36,0.4166666666666667,platoon_candidate
LAA,LaMonte Wade Jr.,10,0.2,26,0.5,platoon_candidate
LAA,Kevin Newman,21,0.5714285714285714,86,0.22093023255813954,platoon_candidate
HOU,Jesus Sanchez,13,0.15384615384615385,35,0.9714285714285714,platoon_candidate
HOU,Cam Smith,32,0.96875,124,0.7016129032258065,platoon_candidate
HOU,Zack Short,5,1.0,15,0.6,platoon_candidate
HOU,Mauricio Dubon,32,0.84375,122,0.5819672131147541,platoon_candidate
HOU,Cooper Hummel,12,0.8333333333333334,26,0.5,platoon_candidate
HOU,Victor Caratini,32,0.21875,122,0.6311475409836066,platoon_candidate
HOU,Brendan Rodgers,7,0.7142857142857143,63,0.42857142857142855,platoon_candidate
HOU,Taylor Trammell,21,0.047619047619047616,56,0.48214285714285715,platoon_candidate
HOU,Luis Guillorme,5,0.0,9,0.5555555555555556,platoon_candidate
HOU,Jacob Melton,26,0.038461538461538464,72,0.2916666666666667,platoon_candidate
HOU,Chas McCormick,25,0.56,105,0.13333333333333333,platoon_candidate
ATH,Tyler Soderstrom,36,0.6388888888888888,122,0.9672131147540983,platoon_candidate
ATH,Lawrence Butler,36,0.5,122,0.9836065573770492,platoon_candidate
ATH,Colby Thomas,18,0.9444444444444444,53,0.16981132075471697,platoon_candidate
ATH,Austin Wynns,9,0.8888888888888888,37,0.24324324324324326,platoon_candidate
ATH,Carlos Cortes,16,0.0,38,0.5263157894736842,platoon_candidate
ATH,Seth Brown,13,0.0,56,0.25,platoon_candidate
TOR,Addison Barger,35,0.42857142857142855,102,0.9313725490196079,platoon_candidate
TOR,Nathan Lukes,39,0.10256410256410256,114,0.7982456140350878,platoon_candidate
TOR,Andres Gimenez,39,0.38461538461538464,115,0.6434782608695652,platoon_candidate
TOR,Ty France,10,0.9,34,0.38235294117647056,platoon_candidate
TOR,Daulton Varsho,34,0.23529411764705882,93,0.5483870967741935,platoon_candidate
TOR,Leo Jimenez,8,0.875,12,0.16666666666666666,platoon_candidate
TOR,Myles Straw,39,0.9743589743589743,112,0.25,platoon_candidate
TOR,Davis Schneider,39,0.8205128205128205,113,0.22123893805309736,platoon_candidate
TOR,Isiah Kiner-Falefa,5,1.0,14,0.14285714285714285,platoon_candidate
TOR,Will Wagner,28,0.07142857142857142,79,0.3924050632911392,platoon_candidate
TOR,Alan Roden,28,0.03571428571428571,76,0.3684210526315789,platoon_candidate
ATL,Alex Verdugo,15,0.4,50,0.86,platoon_candidate
ATL,Drake Baldwin,42,0.21428571428571427,114,0.7280701754385965,platoon_candidate
ATL,Sean Murphy,35,0.9428571428571428,96,0.4583333333333333,platoon_candidate
ATL,Jake Fraley,5,0.0,8,0.5,platoon_candidate
ATL,Stuart Fairchild,21,0.47619047619047616,62,0.0,platoon_candidate
MIL,Andrew Vaughn,19,1.0,49,0.7346938775510204,platoon_candidate
MIL,Garrett Mitchell,11,0.5454545454545454,15,0.9333333333333333,platoon_candidate
MIL,Oliver Dunn,6,0.0,11,1.0,platoon_candidate
MIL,Brandon Lockridge,9,0.7777777777777778,16,0.3125,platoon_candidate
MIL,Jake Bauers,43,0.0,111,0.43243243243243246,platoon_candidate
MIL,Vinny Capra,14,0.6428571428571429,23,0.13043478260869565,platoon_candidate
MIL,Anthony Seigler,16,0.0,38,0.42105263157894735,platoon_candidate
MIL,Danny Jansen,13,0.5384615384615384,37,0.1891891891891892,platoon_candidate
MIL,Daz Cameron,9,0.7777777777777778,21,0.0,platoon_candidate
STL,Alec Burleson,42,0.5476190476190477,110,0.8909090909090909,platoon_candidate
STL,Luken Baker,7,1.0,20,0.0,platoon_candidate
STL,Garrett Hampson,10,0.5,27,0.0,platoon_candidate
CHC,Michael Busch,42,0.2619047619047619,115,1.0,platoon_candidate
CHC,Carson Kelly,42,0.8333333333333334,114,0.5614035087719298,platoon_candidate
CHC,Reese McGuire,30,0.13333333333333333,75,0.4,platoon_candidate
CHC,Carlos Santana,5,1.0,13,0.07692307692307693,platoon_candidate
CHC,Justin Turner,42,0.8333333333333334,109,0.08256880733944955,platoon_candidate
CHC,Owen Caissie,5,0.0,23,0.2608695652173913,platoon_candidate
CHC,Kevin Alcantara,5,0.6,13,0.0,platoon_candidate
AZ,Alek Thomas,44,0.3181818181818182,110,0.9181818181818182,platoon_candidate
AZ,Pavin Smith,36,0.1111111111111111,95,0.7368421052631579,platoon_candidate
AZ,Adrian Del Castillo,19,0.05263157894736842,39,0.6666666666666666,platoon_candidate
AZ,Tristin English,6,0.16666666666666666,11,0.5454545454545454,platoon_candidate
AZ,Randal Grichuk,30,0.9666666666666667,75,0.16,platoon_candidate
AZ,Jake McCarthy,45,0.1111111111111111,110,0.41818181818181815,platoon_candidate
AZ,Ildemaro Vargas,29,0.4827586206896552,68,0.11764705882352941,platoon_candidate
LAD,Alex Freeland,8,0.375,23,0.9565217391304348,platoon_candidate
LAD,Michael Conforto,38,0.2631578947368421,103,0.912621359223301,platoon_candidate
LAD,Max Muncy,38,0.23684210526315788,103,0.6504854368932039,platoon_candidate
LAD,Miguel Rojas,38,0.868421052631579,103,0.33980582524271846,platoon_candidate
LAD,Alex Call,15,0.6666666666666666,31,0.25806451612903225,platoon_candidate
LAD,Hyeseong Kim,35,0.05714285714285714,88,0.4659090909090909,platoon_candidate
LAD,Esteury Ruiz,5,1.0,13,0.07692307692307693,platoon_candidate
LAD,Enrique Hernandez,38,0.631578947368421,103,0.13592233009708737,platoon_candidate
LAD,Chris Taylor,5,0.4,21,0.09523809523809523,platoon_candidate
SF,Mike Yastrzemski,29,0.3793103448275862,80,0.925,platoon_candidate
SF,LaMonte Wade Jr.,18,0.1111111111111111,42,0.9285714285714286,platoon_candidate
SF,Wilmer Flores,43,0.9534883720930233,116,0.5431034482758621,platoon_candidate
SF,Drew Gilbert,12,0.25,32,0.8125,platoon_candidate
SF,Dominic Smith,22,0.09090909090909091,64,0.796875,platoon_candidate
SF,Casey Schmitt,43,0.7441860465116279,115,0.45217391304347826,platoon_candidate
SF,Luis Matos,41,0.6829268292682927,106,0.18867924528301888,platoon_candidate
SF,David Villar,7,1.0,19,0.0,platoon_candidate
CLE,C.J. Kayfus,11,0.2727272727272727,37,0.918918918918919,platoon_candidate
CLE,Angel Martinez,41,1.0,99,0.6363636363636364,platoon_candidate
CLE,Kyle Manzardo,44,0.2727272727272727,108,0.9351851851851852,platoon_candidate
CLE,Nolan Jones,42,0.42857142857142855,104,0.7692307692307693,platoon_candidate
CLE,Bo Naylor,44,0.29545454545454547,108,0.8148148148148148,platoon_candidate
CLE,Daniel Schneemann,43,0.16279069767441862,108,0.8333333333333334,platoon_candidate
CLE,George Valera,6,0.0,16,0.5625,platoon_candidate
CLE,David Fry,33,0.9090909090909091,63,0.1111111111111111,platoon_candidate
CLE,Austin Hedges,43,0.6511627906976745,106,0.18867924528301888,platoon_candidate
CLE,Will Wilson,33,0.42424242424242425,75,0.12,platoon_candidate
CLE,Jhonkensy Noel,44,0.4090909090909091,108,0.12037037037037036,platoon_candidate
CLE,Johnathan Rodriguez,43,0.3488372093023256,106,0.03773584905660377,platoon_candidate
SEA,Leody Taveras,6,0.6666666666666666,21,0.9523809523809523,platoon_candidate
SEA,Jorge Polanco,46,0.5217391304347826,111,0.8918918918918919,platoon_candidate
SEA,Dominic Canzone,27,0.25925925925925924,65,0.8769230769230769,platoon_candidate
SEA,Rowdy Tellez,20,0.0,52,0.9807692307692307,platoon_candidate
SEA,Cole Young,29,0.3448275862068966,72,0.75,platoon_candidate
SEA,Mitch Garver,46,0.9782608695652174,110,0.15454545454545454,platoon_candidate
SEA,Dylan Moore,35,0.8285714285714286,91,0.1978021978021978,platoon_candidate
SEA,Luke Raley,46,0.06521739130434782,111,0.38738738738738737,platoon_candidate
SEA,Donovan Solano,35,0.8285714285714286,91,0.0989010989010989,platoon_candidate
SEA,Miles Mastrobuoni,44,0.045454545454545456,108,0.3425925925925926,platoon_candidate
MIA,Kyle Stowers,32,0.5625,88,0.9545454545454546,platoon_candidate
MIA,Jesus Sanchez,23,0.34782608695652173,69,0.9710144927536232,platoon_candidate
MIA,Eric Wagaman,46,1.0,108,0.6481481481481481,platoon_candidate
MIA,Matt Mervis,12,0.08333333333333333,40,0.9,platoon_candidate
MIA,Heriberto Hernandez,33,1.0,69,0.5362318840579711,platoon_candidate
MIA,Jonah Bride,5,1.0,10,0.5,platoon_candidate
MIA,Troy Johnston,18,0.05555555555555555,33,0.9393939393939394,platoon_candidate
MIA,Liam Hicks,46,0.10869565217391304,109,0.7522935779816514,platoon_candidate
MIA,Javier Sanoja,46,0.8478260869565217,108,0.37962962962962965,platoon_candidate
MIA,Joey Wiemer,14,0.7142857142857143,21,0.23809523809523808,platoon_candidate
MIA,Nick Fortes,28,0.6428571428571429,75,0.24,platoon_candidate
MIA,Graham Pauley,46,0.06521739130434782,110,0.4090909090909091,platoon_candidate
MIA,Derek Hill,37,0.43243243243243246,99,0.18181818181818182,platoon_candidate
MIA,Jack Winkler,9,0.4444444444444444,18,0.0,platoon_candidate
NYM,Jeff McNeil,42,0.5476190476190477,87,0.9655172413793104,platoon_candidate
NYM,Cedric Mullins,14,0.2857142857142857,33,0.8484848484848485,platoon_candidate
NYM,Brett Baty,45,0.3333333333333333,107,0.794392523364486,platoon_candidate
NYM,Tyrone Taylor,46,0.717391304347826,107,0.4672897196261682,platoon_candidate
NYM,Jared Young,7,0.0,21,0.6190476190476191,platoon_candidate
NYM,Starling Marte,46,0.8913043478260869,107,0.27102803738317754,platoon_candidate
NYM,Ronny Mauricio,32,0.25,63,0.5079365079365079,platoon_candidate
NYM,Luisangel Acuna,46,0.45652173913043476,107,0.19626168224299065,platoon_candidate
NYM,Jesse Winker,22,0.0,67,0.31343283582089554,platoon_candidate
NYM,Jose Azocar,6,0.6666666666666666,17,0.058823529411764705,platoon_candidate
WSH,Josh Bell,44,0.5,110,0.9181818181818182,platoon_candidate
WSH,Luis Garcia Jr.,44,0.4090909090909091,110,0.9181818181818182,platoon_candidate
WSH,Daylen Lile,33,0.5151515151515151,73,0.8904109589041096,platoon_candidate
WSH,Keibert Ruiz,22,0.45454545454545453,64,0.828125,platoon_candidate
WSH,Alex Call,25,0.96,74,0.40540540540540543,platoon_candidate
WSH,Riley Adams,42,0.7142857142857143,105,0.38095238095238093,platoon_candidate
WSH,Jose Tena,31,0.12903225806451613,84,0.4523809523809524,platoon_candidate
WSH,Amed Rosario,25,0.92,73,0.136986301369863,platoon_candidate
WSH,Andres Chaparro,27,0.4444444444444444,61,0.04918032786885246,platoon_candidate
BAL,Dylan Beavers,9,0.3333333333333333,26,1.0,platoon_candidate
BAL,Ryan O'Hearn,32,0.34375,72,0.9861111111111112,platoon_candidate
BAL,Heston Kjerstad,15,0.4666666666666667,41,0.8780487804878049,platoon_candidate
BAL,Samuel Basallo,9,0.3333333333333333,25,0.92,platoon_candidate
BAL,Ramon Laureano,32,0.90625,67,0.5522388059701493,platoon_candidate
BAL,Coby Mayo,34,0.8529411764705882,85,0.47058823529411764,platoon_candidate
BAL,Jacob Stallings,5,0.4,13,0.6923076923076923,platoon_candidate
BAL,Alex Jackson,18,0.5555555555555556,44,0.29545454545454547,platoon_candidate
BAL,Gary Sanchez,26,0.5,57,0.22807017543859648,platoon_candidate
BAL,Luis Vazquez,24,0.3333333333333333,56,0.07142857142857142,platoon_candidate
SD,Ryan O'Hearn,11,0.45454545454545453,36,0.9166666666666666,platoon_candidate
SD,Gavin Sheets,46,0.5652173913043478,109,0.908256880733945,platoon_candidate
SD,Freddy Fermin,11,0.5454545454545454,36,0.8055555555555556,platoon_candidate
SD,Oscar Gonzalez,8,1.0,16,0.5,platoon_candidate
SD,Jose Iglesias,46,0.8260869565217391,105,0.37142857142857144,platoon_candidate
SD,Jason Heyward,13,0.07692307692307693,33,0.6363636363636364,platoon_candidate
SD,Trenton Brooks,10,0.0,16,0.6875,platoon_candidate
SD,Tyler Wade,27,0.14814814814814814,58,0.4827586206896552,platoon_candidate
SD,Brandon Lockridge,22,0.6818181818181818,50,0.18,platoon_candidate
SD,Yuli Gurriel,9,0.8888888888888888,18,0.05555555555555555,platoon_candidate
PHI,Harrison Bader,18,1.0,31,0.7096774193548387,platoon_candidate
PHI,Bryson Stott,48,0.375,107,0.9906542056074766,platoon_candidate
PHI,Max Kepler,48,0.10416666666666667,107,0.9532710280373832,platoon_candidate
PHI,Brandon Marsh,48,0.20833333333333334,107,0.794392523364486,platoon_candidate
PHI,Otto Kemp,29,0.7931034482758621,65,0.47692307692307695,platoon_candidate
PHI,Johan Rojas,29,0.9310344827586207,74,0.25675675675675674,platoon_candidate
PHI,Edmundo Sosa,47,0.851063829787234,107,0.205607476635514,platoon_candidate
PHI,Weston Wilson,42,0.7857142857142857,89,0.033707865168539325,platoon_candidate
PIT,Spencer Horwitz,21,0.0,91,1.0,platoon_candidate
PIT,Nick Yorke,5,1.0,15,0.7333333333333333,platoon_candidate
PIT,Andrew McCutchen,33,1.0,124,0.7258064516129032,platoon_candidate
PIT,Oneil Cruz,33,0.3939393939393939,124,0.8709677419354839,platoon_candidate
PIT,Adam Frazier,19,0.10526315789473684,68,0.8823529411764706,platoon_candidate
PIT,Enmanuel Valdez,9,0.2222222222222222,26,0.8846153846153846,platoon_candidate
PIT,Jared Triolo,33,0.9090909090909091,122,0.5,platoon_candidate
PIT,Matt Gorski,7,1.0,13,0.23076923076923078,platoon_candidate
PIT,Cam Devanney,5,0.8,16,0.375,platoon_candidate
PIT,Alexander Canario,32,0.8125,117,0.23931623931623933,platoon_candidate
PIT,Jack Suwinski,33,0.0,122,0.3360655737704918,platoon_candidate
PIT,Liover Peguero,23,0.43478260869565216,87,0.14942528735632185,platoon_candidate
TEX,Josh Smith,39,0.41025641025641024,116,0.9051724137931034,platoon_candidate
TEX,Leody Taveras,8,0.375,23,0.8260869565217391,platoon_candidate
TEX,Evan Carter,24,0.041666666666666664,69,0.7101449275362319,platoon_candidate
TEX,Kyle Higashioka,39,0.7692307692307693,116,0.4396551724137931,platoon_candidate
TEX,Rowdy Tellez,17,0.0,42,0.6666666666666666,platoon_candidate
TEX,Joc Pederson,38,0.0,116,0.6379310344827587,platoon_candidate
TEX,Alejandro Osuna,25,0.0,78,0.5897435897435898,platoon_candidate
TEX,Sam Haggerty,23,0.8695652173913043,62,0.24193548387096775,platoon_candidate
TEX,Michael Helman,20,0.55,52,0.25,platoon_candidate
TEX,Ezequiel Duran,38,0.7105263157894737,115,0.1826086956521739,platoon_candidate
TEX,Kevin Pillar,12,0.75,35,0.0,platoon_candidate
TEX,Justin Foscue,5,0.6,17,0.0,platoon_candidate
TB,Carson Williams,10,1.0,20,0.75,platoon_candidate
TB,Brandon Lowe,46,0.5869565217391305,108,0.8888888888888888,platoon_candidate
TB,Kameron Misner,20,0.3,54,0.9259259259259259,platoon_candidate
TB,Chandler Simpson,41,0.5121951219512195,94,0.7978723404255319,platoon_candidate
TB,Danny Jansen,28,0.9642857142857143,76,0.5,platoon_candidate
TB,Josh Lowe,46,0.43478260869565216,108,0.7037037037037037,platoon_candidate
TB,Jose Caballero,28,0.9642857142857143,76,0.5131578947368421,platoon_candidate
TB,Ha-Seong Kim,11,0.8181818181818182,26,0.5384615384615384,platoon_candidate
TB,Jonathan Aranda,45,0.28888888888888886,108,0.7314814814814815,platoon_candidate
TB,Bob Seymour,11,0.18181818181818182,24,0.7083333333333334,platoon_candidate
TB,Travis Jankowski,6,0.0,9,0.8888888888888888,platoon_candidate
TB,Hunter Feduccia,16,0.0625,29,0.7586206896551724,platoon_candidate
TB,Nick Fortes,18,0.9444444444444444,31,0.22580645161290322,platoon_candidate
TB,Everson Pereira,13,0.9230769230769231,24,0.25,platoon_candidate
TB,Christopher Morel,46,0.9565217391304348,108,0.24074074074074073,platoon_candidate
TB,Matt Thaiss,13,0.07692307692307693,40,0.5,platoon_candidate
TB,Ben Rortvedt,15,0.0,36,0.5555555555555556,platoon_candidate
TB,Tristan Gray,18,0.1111111111111111,32,0.46875,platoon_candidate
TB,Curtis Mead,26,0.9230769230769231,69,0.10144927536231885,platoon_candidate
BOS,Triston Casas,5,0.0,27,0.9259259259259259,platoon_candidate
BOS,Nathaniel Lowe,10,0.3,21,0.9047619047619048,platoon_candidate
BOS,Masataka Yoshida,18,0.2222222222222222,46,0.8695652173913043,platoon_candidate
BOS,Marcelo Mayer,18,0.2222222222222222,33,0.9393939393939394,platoon_candidate
BOS,Wilyer Abreu,43,0.18604651162790697,111,0.7567567567567568,platoon_candidate
BOS,Romy Gonzalez,43,0.8604651162790697,107,0.34579439252336447,platoon_candidate
BOS,David Hamilton,43,0.046511627906976744,109,0.3853211009174312,platoon_candidate
BOS,Rob Refsnyder,43,0.8604651162790697,107,0.07476635514018691,platoon_candidate
BOS,Nate Eaton,26,0.6923076923076923,53,0.09433962264150944,platoon_candidate
CIN,Gavin Lux,45,0.28888888888888886,111,0.9819819819819819,platoon_candidate
CIN,Santiago Espinal,42,0.9761904761904762,91,0.37362637362637363,platoon_candidate
CIN,Blake Dunn,12,1.0,22,0.2727272727272727,platoon_candidate
CIN,Miguel Andujar,12,1.0,34,0.23529411764705882,platoon_candidate
CIN,Jake Fraley,35,0.02857142857142857,81,0.6049382716049383,platoon_candidate
CIN,Will Benson,42,0.09523809523809523,102,0.5392156862745098,platoon_candidate
CIN,Garrett Hampson,6,0.5,9,0.2222222222222222,platoon_candidate
CIN,Connor Joe,21,0.5714285714285714,39,0.10256410256410256,platoon_candidate
COL,Ryan McMahon,26,0.7307692307692307,73,1.0,platoon_candidate
COL,Mickey Moniak,41,0.24390243902439024,109,0.908256880733945,platoon_candidate
COL,Nick Martini,16,0.0,36,0.8333333333333334,platoon_candidate
COL,Yanquiel Fernandez,17,0.0,55,0.6545454545454545,platoon_candidate
COL,Sam Hilliard,6,0.16666666666666666,20,0.6,platoon_candidate
COL,Kyle Farmer,42,0.8333333333333334,111,0.36036036036036034,platoon_candidate
COL,Jacob Stallings,18,0.6111111111111112,39,0.3333333333333333,platoon_candidate
COL,Sean Bouchard,12,1.0,25,0.04,platoon_candidate
COL,Aaron Schunk,30,0.26666666666666666,70,0.0,platoon_candidate
KC,Mike Yastrzemski,10,0.2,39,0.9743589743589743,platoon_candidate
KC,Kyle Isbel,29,0.3448275862068966,120,0.875,platoon_candidate
KC,Adam Frazier,13,0.46153846153846156,45,0.8444444444444444,platoon_candidate
KC,Drew Waters,14,0.42857142857142855,59,0.7966101694915254,platoon_candidate
KC,Hunter Renfroe,9,1.0,39,0.46153846153846156,platoon_candidate
KC,Freddy Fermin,21,0.8095238095238095,83,0.43373493975903615,platoon_candidate
KC,Nick Loftin,19,0.7894736842105263,71,0.39436619718309857,platoon_candidate
KC,John Rave,22,0.18181818181818182,80,0.525,platoon_candidate
KC,Michael Massey,31,0.1935483870967742,124,0.47580645161290325,platoon_candidate
KC,Cavan Biggio,9,0.1111111111111111,42,0.5,platoon_candidate
KC,Randal Grichuk,12,1.0,41,0.1951219512195122,platoon_candidate
KC,Mark Canha,17,0.9411764705882353,70,0.15714285714285714,platoon_candidate
KC,Tyler Tolbert,29,0.3103448275862069,108,0.027777777777777776,platoon_candidate
DET,Colt Keith,37,0.21621621621621623,110,0.9,platoon_candidate
DET,Javier Baez,38,0.9736842105263158,114,0.6403508771929824,platoon_candidate
DET,Kerry Carpenter,37,0.16216216216216217,114,0.8596491228070176,platoon_candidate
DET,Jace Jung,5,0.2,14,0.7857142857142857,platoon_candidate
DET,Ryan Kreidler,7,0.8571428571428571,14,0.5714285714285714,platoon_candidate
DET,Trey Sweeney,37,0.16216216216216217,114,0.6052631578947368,platoon_candidate
DET,Jahmai Jones,22,1.0,65,0.046153846153846156,platoon_candidate
DET,Andy Ibanez,38,0.6578947368421053,114,0.03508771929824561,platoon_candidate
DET,Justyn-Henry Malloy,37,0.35135135135135137,112,0.08928571428571429,platoon_candidate
MIN,Trevor Larnach,34,0.4411764705882353,118,0.9152542372881356,platoon_candidate
MIN,Harrison Bader,20,0.95,87,0.6781609195402298,platoon_candidate
MIN,Kody Clemens,30,0.3333333333333333,92,0.7934782608695652,platoon_candidate
MIN,Austin Martin,14,0.9285714285714286,31,0.6129032258064516,platoon_candidate
MIN,Matt Wallner,30,0.43333333333333335,117,0.6837606837606838,platoon_candidate
MIN,James Outman,10,0.3,22,0.6363636363636364,platoon_candidate
MIN,Jonah Bride,14,0.8571428571428571,49,0.08163265306122448,platoon_candidate
MIN,Carson McCusker,28,0.25,78,0.0,platoon_candidate
CWS,Andrew Benintendi,35,0.34285714285714286,114,0.8508771929824561,platoon_candidate
CWS,Kyle Teel,21,0.14285714285714285,71,0.8873239436619719,platoon_candidate
CWS,Joshua Palacios,13,0.38461538461538464,43,0.813953488372093,platoon_candidate
CWS,Josh Rojas,20,0.15,63,0.873015873015873,platoon_candidate
CWS,Curtis Mead,8,1.0,36,0.5833333333333334,platoon_candidate
CWS,Edgar Quero,31,1.0,107,0.5327102803738317,platoon_candidate
CWS,Nick Maton,6,0.0,19,0.7894736842105263,platoon_candidate
CWS,Mike Tauchman,34,0.23529411764705882,110,0.6818181818181818,platoon_candidate
CWS,Matt Thaiss,13,0.23076923076923078,38,0.631578947368421,platoon_candidate
CWS,Michael A. Taylor,36,1.0,119,0.37815126050420167,platoon_candidate
CWS,Vinny Capra,6,1.0,27,0.2222222222222222,platoon_candidate
CWS,Austin Slater,27,0.5555555555555556,79,0.11392405063291139,platoon_candidate
NYY,Ryan McMahon,12,0.3333333333333333,43,0.9767441860465116,platoon_candidate
NYY,Ben Rice,35,0.42857142857142855,122,0.8278688524590164,platoon_candidate
NYY,Oswaldo Cabrera,8,0.0,32,0.90625,platoon_candidate
NYY,DJ LeMahieu,12,1.0,36,0.6388888888888888,platoon_candidate
NYY,Paul Goldschmidt,35,1.0,122,0.639344262295082,platoon_candidate
NYY,Giancarlo Stanton,18,1.0,70,0.6142857142857143,platoon_candidate
NYY,Oswald Peraza,22,0.7727272727272727,73,0.3835616438356164,platoon_candidate
NYY,Jose Caballero,11,0.7272727272727273,35,0.37142857142857144,platoon_candidate
NYY,Jorbit Vivas,16,0.0,54,0.3888888888888889,platoon_candidate
NYY,J.C. Escarra,22,0.045454545454545456,74,0.2972972972972973,platoon_candidate
NYY,Amed Rosario,11,0.6363636363636364,35,0.0,platoon_candidate
NYY,Austin Slater,11,0.36363636363636365,39,0.02564102564102564,platoon_candidate
